Year,Agency,Use Case Name,Retired
2025,Department of Health and Human Services,Short-term Forecasting of Severe Outcomes for Seasonal and Epidemic Pathogens,False
2025,Department of Health and Human Services,CDC Chatbot - Enterprise Data Assistant,False
2025,Department of Health and Human Services,Leveraging AI for Metadata Tagging for Enterprise Data Catalog of CDC,False
2025,Department of Health and Human Services,Malaria parasites DNA barcode geography classification,False
2025,Department of Health and Human Services,The School Closure Awareness System,False
2025,Department of Health and Human Services,Using Generative AI for Stance Analysis of Public Comments on CDCs Proposed Rules,False
2025,Department of Health and Human Services,A reusable NLP pipeline for clinical narratives preprocessing and characterization,True
2025,Department of Health and Human Services,Autocoding to Support Adverse Drug Event Surveillance,False
2025,Department of Health and Human Services,Automating LIMS Bioinformatics Workflow Configuration and Enhancing Lab Quality Management with AI,False
2025,Department of Health and Human Services,DGMH AI Chatbot,False
2025,Department of Health and Human Services,Distiller SR: AI to screen research articles for Community Guide reviews,False
2025,Department of Health and Human Services,Evaluating Generative AI for polio containment.,True
2025,Department of Health and Human Services,Respiratory Virus Response (RVR) Data Analysis Concept,False
2025,Department of Health and Human Services,School LLM initial abstract review process,False
2025,Department of Health and Human Services,CDC Chatbot,False
2025,Department of Health and Human Services,EDAV Virtual Assistant - Eva ( Microbot Service) - Bot as a Service (BaaS),False
2025,Department of Health and Human Services,EDAV Azure DataFactory - Pipeline failure Analysis,False
2025,Department of Health and Human Services,1CDP (SEDRIC) AIP for Advanced Foodborne Outbreak Investigation (AI Summarization and Receipt Reading),False
2025,Department of Health and Human Services,Genetic distance computation method for comparing complex multi-locus parasite (Cyclospora) genotypes,False
2025,Department of Health and Human Services,MedCoder - Coding literal text cause of death information reported on death certificates to ICD-10,False
2025,Department of Health and Human Services,NCIRD SmartFind ChatBots - Public and Internal,False
2025,Department of Health and Human Services,NIOSH Industry and Occupation Computerized Coding System (NIOCCS),False
2025,Department of Health and Human Services,Nowcasting Injury Trends,False
2025,Department of Health and Human Services,Risk Assessment Module (RAM) for the National Diabetes Prevention Program (National DPP) Operations Center.,False
2025,Department of Health and Human Services,Semi-Automated Nonresponse Detection for Surveys (SANDS),False
2025,Department of Health and Human Services,Sequential Coverage Algorithm (SCA) and partial Expectation-Maximization (EM) estimation in Record Linkage,False
2025,Department of Health and Human Services,TowerScout: Automated cooling tower detection from aerial imagery for Legionnaires' Disease outbreak investigation,False
2025,Department of Health and Human Services,Assessing Large Language Models for Synthetic Survey Data Generation,False
2025,Department of Health and Human Services,Development of in-silico genomic and patient datasets using generative ML algorithms,True
2025,Department of Health and Human Services,GenAIMeta: Generative AI CDC Metadata Query Application,False
2025,Department of Health and Human Services,"Detecting, evaluating, and redacting PII in NAMCS HC Component",False
2025,Department of Health and Human Services,Retrieval Augmented Generation (RAG) with Q-Bank,True
2025,Department of Health and Human Services,Using generative AI to gain insight of older adult falls,True
2025,Department of Health and Human Services,Nowcasting Burden and Infection Trends for Seasonal and Epidemic Pathogens,False
2025,Department of Health and Human Services,Automating the distribution of CDC-State Department cables using AI models in the Global Health Center,False
2025,Department of Health and Human Services,DHDSP NOFO Technical Assistance Chatbot,False
2025,Department of Health and Human Services,Rapid Detection of Acute Releases of Toxic Substances (RaDARTS),False
2025,Department of Health and Human Services,DLS AI Assistant tool,False
2025,Department of Health and Human Services,PDF information extraction for 889 Forms,False
2025,Department of Health and Human Services,ATSDR Toxicological Assistant chatbot,False
2025,Department of Health and Human Services,Machine Learning with Premier Healthcare Data to inform predictive modeling of antibiotic use,False
2025,Department of Health and Human Services,Machine Learning Techniques for Early Detection and Situational Awareness of Rabies Outbreaks,False
2025,Department of Health and Human Services,AI-Powered web scanner for digital surveillance of rabies-related news articles,False
2025,Department of Health and Human Services,Pathogen strain characterization from mixed strain samples,False
2025,Department of Health and Human Services,AMD-Platform Data Harmonization,False
2025,Department of Health and Human Services,Text embedding analysis tool,False
2025,Department of Health and Human Services,Agentic RAG Chatbot,False
2025,Department of Health and Human Services,Internal Newsletter Formatter Tool,False
2025,Department of Health and Human Services,Determining if multiple isolates share the same antimicrobial resistant plasmids using short read whole genome sequencing data,False
2025,Department of Health and Human Services,Analyzing multidrug-resistant organism response data,False
2025,Department of Health and Human Services,Leveraging AI for the Creation of Synthetic Datasets,False
2025,Department of Health and Human Services,DHP Data Repository and Dashboard Chatbot,False
2025,Department of Health and Human Services,HIV Data Quality Score (DQS) Project,False
2025,Department of Health and Human Services,NCHHSTP Social Media Modernization Strategy: Thought Leadership and Social Listening,False
2025,Department of Health and Human Services,Lectora AI Toolkit and Microbuilder authoring tools,True
2025,Department of Health and Human Services,Using LLM to optimize National Health Interview Survey (NHIS) case note information,False
2025,Department of Health and Human Services,Auto-Suggest Journal Tool,False
2025,Department of Health and Human Services,Use of National Language Processing/Machine Learning to Identify Personal Identifiers in Health Center EHR Medication Data,False
2025,Department of Health and Human Services,AI-Assisted Extraction of Circumstance Information from National Violent Death Reporting System Narratives,False
2025,Department of Health and Human Services,Leveraging GenAI for Efficient Review of CDC Programmatic Reports,False
2025,Department of Health and Human Services,Bridging the gap: Leveraging natural language processing to identify reasons for buprenorphine discontinuation in Electronic Health Records,False
2025,Department of Health and Human Services,Automating Influenza Vaccine Virus Data Processing,False
2025,Department of Health and Human Services,Lineage Assignment by Extended Learning (LABEL),False
2025,Department of Health and Human Services,Enhancing influenza A risk assessment rubrics: leveraging predictive correlates and machine learning from in vivo experiments.,False
2025,Department of Health and Human Services,RepoAnalysis,False
2025,Department of Health and Human Services,Data Standardization with LLM,False
2025,Department of Health and Human Services,Using Databricks Genie for Routine Immunization Data Insights,False
2025,Department of Health and Human Services,Vaccine Tracking System (VTrckS) Conversational AI Pilot,False
2025,Department of Health and Human Services,Beryllium exposure reconstruction,False
2025,Department of Health and Human Services,Site Audit AI Support (SAAIS) App,False
2025,Department of Health and Human Services,Respirator Selection Logic (RSL) Copilot,False
2025,Department of Health and Human Services,PPE Concerns Copilot,False
2025,Department of Health and Human Services,Assessing public comment responses to draft NIOSH wildland fire smoke document,False
2025,Department of Health and Human Services,Mining.AI,False
2025,Department of Health and Human Services,CSB MCP AI,False
2025,Department of Health and Human Services,Support for MCP and AI APIs in Digital Gateway,False
2025,Department of Health and Human Services,Delegations Repository Assistant,False
2025,Department of Health and Human Services,OFR Robotics and Process Automation (ORPA),False
2025,Department of Health and Human Services,FERRET,False
2025,Department of Health and Human Services,Deep Research for Public Health,False
2025,Department of Health and Human Services,Federal Select Agents Program (FSAP) Customer Agent,False
2025,Department of Health and Human Services,Publication Portfolio Analytics,False
2025,Department of Health and Human Services,CDC Vault and Stacks Metadata Extraction,False
2025,Department of Health and Human Services,AIP Assist,False
2025,Department of Health and Human Services,Center for Forecast and Analytics (CFA) Model Studio,False
2025,Department of Health and Human Services,AI-assisted comment triaging tool,False
2025,Department of Health and Human Services,Enhanced Direct Enrollment Outlier Detection,False
2025,Department of Health and Human Services,Feedback Analysis Solution (FAS),False
2025,Department of Health and Human Services,IT System Utilization Optimization,False
2025,Department of Health and Human Services,Risk Adjustment Outlier Analysis,False
2025,Department of Health and Human Services,Agent/Broker Fraud Analysis (ABCQI),False
2025,Department of Health and Human Services,CCSQ ServiceNow AI Search,False
2025,Department of Health and Human Services,Complaint Analysis,False
2025,Department of Health and Human Services,Help Desk Responses,False
2025,Department of Health and Human Services,Resource Library Assistant,False
2025,Department of Health and Human Services,Chatbot within Hub,False
2025,Department of Health and Human Services,Medicare Part C/D Marketing Material Review,False
2025,Department of Health and Human Services,QPP Admin Bot,False
2025,Department of Health and Human Services,CMS Labor Analysis Wizard (CLAW),False
2025,Department of Health and Human Services,CCSQ Now Assist for CSM,False
2025,Department of Health and Human Services,AI Workspace,False
2025,Department of Health and Human Services,Citation Analysis and Survey Assistant (CASA - Nursing Home Survey CMS 2567),False
2025,Department of Health and Human Services,Independent Dispute Resolution (IDR) Eligibility Rules Engine,False
2025,Department of Health and Human Services,Review Regulatory Comments,False
2025,Department of Health and Human Services,Improved Data Quality Checks,False
2025,Department of Health and Human Services,Performance Metrics Database and Analytics (PMDA),True
2025,Department of Health and Human Services,CCSQ Now Assist for Creator,False
2025,Department of Health and Human Services,Docketscope Public Comment Processing,False
2025,Department of Health and Human Services,iVeri-Fi (Test),False
2025,Department of Health and Human Services,AI-Powered Meeting Notes for MAG Hearings and AIRC Sessions,False
2025,Department of Health and Human Services,AI-Generated Pre-Briefs for MAG Hearings and AIRC Sessions,False
2025,Department of Health and Human Services,Knowledge Management Solution for Appeal Case Workers,False
2025,Department of Health and Human Services,CMS Chat,False
2025,Department of Health and Human Services,Artificial Intelligence Use Case Pilot in Medical Review on Medicare Fee-For-Service (FFS) Improper Payment Measurement (Comprehensive Error Rate Testing Program) Data,False
2025,Department of Health and Human Services,Content Analysis POC,False
2025,Department of Health and Human Services,Enterprise Architecture LLM for CMS Regulatory Content,False
2025,Department of Health and Human Services,T-MSIS Prima,False
2025,Department of Health and Human Services,Health Plan Management System - Complaint Tracking Analysis,False
2025,Department of Health and Human Services,Knowledge Management Solution,False
2025,Department of Health and Human Services,ASSIST Tool,False
2025,Department of Health and Human Services,Executive Order Gap Analysis Tool,False
2025,Department of Health and Human Services,Contract Invoice Analyzer Assistant,False
2025,Department of Health and Human Services,AI Code Assistance  WETG GitHub CoPilot Proof-of-Concept,False
2025,Department of Health and Human Services,AI Search in Google Vertex (discovery),False
2025,Department of Health and Human Services,AI in Slack,False
2025,Department of Health and Human Services,AI in Figma Make,False
2025,Department of Health and Human Services,AI Language Translation Support in Smartling,False
2025,Department of Health and Human Services,AI Web Content Search Engine Optimization (SEO) in Drupal,False
2025,Department of Health and Human Services,Medicare AI Customer Insights,False
2025,Department of Health and Human Services,Medicare AI Drug Search,False
2025,Department of Health and Human Services,Marketplace Qualified Health Plan Benefit AI Assistant (discovery),False
2025,Department of Health and Human Services,AI Automation within the WETG Web Help Service Desk (discovery),False
2025,Department of Health and Human Services,EPRO HTA Reporting,True
2025,Department of Health and Human Services,Text Network Analysis POC,True
2025,Department of Health and Human Services,RFI Comment Analysis POC,False
2025,Department of Health and Human Services,AI Agent Orchestrator POC,False
2025,Department of Health and Human Services,MCP Server Registry and Integration Platform,False
2025,Department of Health and Human Services,Agentic Web Search,False
2025,Department of Health and Human Services,Deep Research Multi-Agent System,False
2025,Department of Health and Human Services,508 Compliance Review MCP Server,False
2025,Department of Health and Human Services,PubMed Literature Review MCP Server,False
2025,Department of Health and Human Services,SAM.gov RFI Comment Analysis POC,False
2025,Department of Health and Human Services,Plan Justification Tool,False
2025,Department of Health and Human Services,TIC URL Automation,False
2025,Department of Health and Human Services,Rx Data Integrity Review,False
2025,Department of Health and Human Services,RA and RADV Predictive Modeling and Methodology Evaluation,False
2025,Department of Health and Human Services,RADV Medical Record Review,False
2025,Department of Health and Human Services,Issuer Expansion/Market Entry Prediction,False
2025,Department of Health and Human Services,SBC Content Review,False
2025,Department of Health and Human Services,MFT UI Chatbot,False
2025,Department of Health and Human Services,MLMS Upgrade MILA from CARLA to Druid,False
2025,Department of Health and Human Services,Interoperability URL Review Automation,False
2025,Department of Health and Human Services,C3PO: CMS Comprehensive Cybersecurity and Privacy Optimization,False
2025,Department of Health and Human Services,Integrated Data Repository (IDR) Customer Analytic Environment (CAE),False
2025,Department of Health and Human Services,IDR Support Bot,False
2025,Department of Health and Human Services,Eligibility & Enrollment Medicare Online (ELMO) Chatbot,False
2025,Department of Health and Human Services,Production Operations Anomaly Analysis,False
2025,Department of Health and Human Services,Case Management Tool Case Creation & Automation,False
2025,Department of Health and Human Services,AI to Improve Public Access to the Administrative Appeals Process,False
2025,Department of Health and Human Services,AI Use Policy Tool,False
2025,Department of Health and Human Services,Resources to Assist the Advisory Board In Identifying AI Tools for Use In An Adjudication Environment,False
2025,Department of Health and Human Services,"Renamed: 356H Machine Learning (ML) Facility Supply Chain Role Classification
Previously: 356H ML Facility Supply Chain Role Classification",False
2025,Department of Health and Human Services,"Renamed: Risk-based FAR Review & Decision Support
Previously: Field Alert Reports (FAR) Prioritization Model",False
2025,Department of Health and Human Services,Analytics-Driven Supplement Evaluation (ASE),False
2025,Department of Health and Human Services,"Renamed: FAR-based Facility Signal Detection Tool
Previously: Post-market Surveillance Reports Signal Detection and Cluster Analysis.",False
2025,Department of Health and Human Services,MedWatch Dashboard,False
2025,Department of Health and Human Services,Quality Surveillance Dashboard (QSD),False
2025,Department of Health and Human Services,Annual Report CMC,False
2025,Department of Health and Human Services,"Renamed: Application References
Previously: Application-DMF Reference",False
2025,Department of Health and Human Services,"Renamed: Extracting DMF Facilities from unstructured documents
Previously: DMF (Drug Master File) Facilities",False
2025,Department of Health and Human Services,"Renamed: Information Visualization Platform (InfoViP) to Support Analysis of FAERS safety reports
Previously: Information Visualization Platform (InfoViP) to Support Analysis of adverse event reports",False
2025,Department of Health and Human Services,LLM-Assisted VAERS Analyses,False
2025,Department of Health and Human Services,"Renamed: Module 3 Facilities Extraction
Previously: Module 3 Faculties",False
2025,Department of Health and Human Services,Packaging Materials and Suppliers,False
2025,Department of Health and Human Services,Process Large Amount of Submitted Docket Comments,False
2025,Department of Health and Human Services,Real World Data/Evidence,False
2025,Department of Health and Human Services,Regulatory Starting Material,False
2025,Department of Health and Human Services,Resource Capacity Planning,False
2025,Department of Health and Human Services,"Supply Chain Resilience Program, Office of Supply Chain Resilience (OSCR) - Foresight",False
2025,Department of Health and Human Services,HIVE AI Pilot,False
2025,Department of Health and Human Services,AI and Vaccine Labeling,False
2025,Department of Health and Human Services,CDER Publications,False
2025,Department of Health and Human Services,CDER Regulatory Science Research (RSR) Projects AI for Process Control in Advanced Manufacturing,False
2025,Department of Health and Human Services,Creating a development network,False
2025,Department of Health and Human Services,Developing an Objective and Quantitative Endpoint for Atopic Dermatitis in Pediatric and Adult Populations,False
2025,Department of Health and Human Services,Drug Shortage Predictive Model,False
2025,Department of Health and Human Services,Category Subcategory Classification - Safety Reports Bot,False
2025,Department of Health and Human Services,Data Extraction from IND Safety Reports using OCR/AI Technologies,False
2025,Department of Health and Human Services,AI Editing Tool,False
2025,Department of Health and Human Services,Use case package 1: Empirical application of the Sentinel EHR and claims Data Partner network to address ARIA insufficient inferential requests (UC1),False
2025,Department of Health and Human Services,CI5: Development and refinement of toolkits for routine use in the EHR and claims Data Partner network,False
2025,Department of Health and Human Services,Use case package 2 (UC2): Empirical application of the Sentinel EHR and claims Data Partner network to enhance ARIA insufficient inferential requests and atypical descriptive requests,False
2025,Department of Health and Human Services,FE5: Incorporate a range of frequently used engineering features from EHRs into the Sentinel common data model in the Sentinel EHR and claims linked Data Partner network,False
2025,Department of Health and Human Services,Develop an empirical algorithm to automate negative control identification in Sentinel System using the Data-driven Automated Negative Control Estimation (DANCE) algorithm,False
2025,Department of Health and Human Services,"Support tools that can be used in conjunction with Electronic Health Record (EHR) data, such as machine learning and natural language processing (NLP), and the use of Artificial Intelligence (AI) chart review tools",False
2025,Department of Health and Human Services,Sentinel System Task Order to address an Emerging Safety Need,False
2025,Department of Health and Human Services,FOIA REDACTION (FRED) TOOL,False
2025,Department of Health and Human Services,AI for Regulatory Review (AIRR) Pilot,False
2025,Department of Health and Human Services,AI-assisted Platform for Clinical Pharmacology Review,False
2025,Department of Health and Human Services,CoreDF,False
2025,Department of Health and Human Services,AI for Bioanalytical Study Risk Assessment and Inspection Readiness,False
2025,Department of Health and Human Services,AI for Clinical Study Risk Assessment and Inspection Preparation,False
2025,Department of Health and Human Services,AI for Assessing Bioanalytical Study Conduct Alignment with Guidance and Method SOPs,False
2025,Department of Health and Human Services,SCANS Facility Role Predictor,False
2025,Department of Health and Human Services,"Renamed: Document Room Submission AI-Assisted Categorization
Previously: Document Room Submission Auto-categorization",False
2025,Department of Health and Human Services,"Renamed: AI-Assisted Drug Review Letter Drafting
Previously: Drug Review Letter Generation using GenAI",False
2025,Department of Health and Human Services,Medical Data Enterprise Artificial Intelligence (MDE AI),False
2025,Department of Health and Human Services,COMET (Consult Memo Assistant),False
2025,Department of Health and Human Services,Food AI Decision Engine (FAIDE),False
2025,Department of Health and Human Services,Warp Intelligent Learning Engine (WILEE),False
2025,Department of Health and Human Services,Rapid Intuitive Pathogen Surveillance (RIPS),False
2025,Department of Health and Human Services,AI-Powered Assistant for Pathogen Detection (AIPD),False
2025,Department of Health and Human Services,Product Label and Text Extraction System (PLATES),False
2025,Department of Health and Human Services,Data Ingestion and Content Explorer (DICE),False
2025,Department of Health and Human Services,Smart Solution for Docket Management (SSDM),False
2025,Department of Health and Human Services,Elsa GenAI Chat Tool,False
2025,Department of Health and Human Services,AI-Assisted Systematic Review and Validation of Analytical Worksheets,False
2025,Department of Health and Human Services,AI-Generated Data Processing and Visualization Code Development,False
2025,Department of Health and Human Services,AI-Enhanced FDA Regulated Commodity Consumption Pattern Analysis,False
2025,Department of Health and Human Services,AI-Enhanced High-Dimensional Matrix Dataset Trend and Correlation Analysis,False
2025,Department of Health and Human Services,ChatBot for Safety Reporting Portal Adverse Events and Product problems submissions,False
2025,Department of Health and Human Services,Machine Learning as a Service: Translate and extract text from images using AI,False
2025,Department of Health and Human Services,"Machine Learning as a Service: Extract data from product labels, business forms, and image files",False
2025,Department of Health and Human Services,Filer Evaluation prioritization using risk-based decision Machine Learning approach,False
2025,Department of Health and Human Services,Electronic translational services for regulatory documents for articles offered for import,False
2025,Department of Health and Human Services,AI-Powered Video Analytics for Law Enforcement,False
2025,Department of Health and Human Services,Computer Vision to translate and mine Product Labeling photos to analyze labeling for potential violations,False
2025,Department of Health and Human Services,Intelligent Document Processing to analyze current import entry documentation for potential discrepancies,False
2025,Department of Health and Human Services,AI Audit Resolution Assistant (AIARA),False
2025,Department of Health and Human Services,Knowledge Navigator,False
2025,Department of Health and Human Services,Medical records summarization,False
2025,Department of Health and Human Services,NOFO Compliance Assistant,False
2025,Department of Health and Human Services,PRF Program Chatbot,False
2025,Department of Health and Human Services,Scholar Match,False
2025,Department of Health and Human Services,Scholarship Insight,False
2025,Department of Health and Human Services,Site Application Analysis,False
2025,Department of Health and Human Services,RefineAI - Enhanced Summary Statements,False
2025,Department of Health and Human Services,FOIA Exemption-Aligned Redaction,False
2025,Department of Health and Human Services,HRSA Data Warehouse ChatBot,False
2025,Department of Health and Human Services,Code Conversion for PowerBI Migration,False
2025,Department of Health and Human Services,HRSA Fact Sheets,False
2025,Department of Health and Human Services,Program Reporting  System Knowledge base Chatbot,False
2025,Department of Health and Human Services,Program Reporting  System  Natural Language Search,False
2025,Department of Health and Human Services,"AI identification of ""High-Risk"" Health Centers",False
2025,Department of Health and Human Services,Targeted Technical Assistance,False
2025,Department of Health and Human Services,Program Compliance and Reporting Knowledge Base Chatbot,False
2025,Department of Health and Human Services,NICHD RPAB AI/ML NICHD Relevance Model,False
2025,Department of Health and Human Services,Applying for Grants Chat Bot,False
2025,Department of Health and Human Services,Assisted Referral Tool (ART),False
2025,Department of Health and Human Services,Autism Spectrum Disorder (ASD) Classification Model for Children using Deep Neural Network,True
2025,Department of Health and Human Services,Automated approaches for table extraction,True
2025,Department of Health and Human Services,Automated Basic-Applied Categorization of extramural grants,False
2025,Department of Health and Human Services,Biomedical Citation Selector (BmCS),False
2025,Department of Health and Human Services,Clinical Trial Predictor,False
2025,Department of Health and Human Services,ClinicalTrials.gov Protocol Registration and Results System Review Assistant,False
2025,Department of Health and Human Services,Collections Summarization Chatbot,False
2025,Department of Health and Human Services,CSR Public Chatbot (CPC),False
2025,Department of Health and Human Services,DAIT AIDS-Related Research Solution,False
2025,Department of Health and Human Services,Detecting Overlapping Science (DOS),False
2025,Department of Health and Human Services,Detection of Implementation Science focus within incoming grant applications,False
2025,Department of Health and Human Services,Expansion of Generative AI (GenAI) Caption Generation for all Collections Videos,False
2025,Department of Health and Human Services,Federal IT Acquisition Reform Act (FITARA) Tool,False
2025,Department of Health and Human Services,Generative AI (GenAI) Still Image Tagging,False
2025,Department of Health and Human Services,individual Functional Activity Composite Tool (inFACT),True
2025,Department of Health and Human Services,Internal Referral Module (IRM),False
2025,Department of Health and Human Services,JIT Automated Calculator (JAC),False
2025,Department of Health and Human Services,LLM Support for Admin Services,True
2025,Department of Health and Human Services,Mapping Sequence Data to Research Outcomes,False
2025,Department of Health and Human Services,Medical Text Indexer-NeXt Generation (MTIX) MEDLINE Indexing,False
2025,Department of Health and Human Services,MicroStrategy Evaluation,True
2025,Department of Health and Human Services,NanCI: Connecting Scientists,False
2025,Department of Health and Human Services,NBS Virtual Assistant,False
2025,Department of Health and Human Services,"NCI-DOE Collaboration, MOSSAIC project (Modeling Outcomes using Surveillance Data and Scalable AI for Cancer)",False
2025,Department of Health and Human Services,NHLBI Chat,False
2025,Department of Health and Human Services,NIAMS AI Chatbot Pilot,False
2025,Department of Health and Human Services,NICHD RPAB AI/ML Application Referral System,False
2025,Department of Health and Human Services,NLP Automated Referral,False
2025,Department of Health and Human Services,OCIO GenAI Advisor,True
2025,Department of Health and Human Services,OIT Help Desk Chatbot,False
2025,Department of Health and Human Services,Person-level disambiguation for PubMed authors and NIH grant applicants,False
2025,Department of Health and Human Services,Portfolio Analysis Summarization Tool (PAST),False
2025,Department of Health and Human Services,Program Classification Coding,False
2025,Department of Health and Human Services,RCDC AI Validation Tool,True
2025,Department of Health and Human Services,Research Performance Progress Report (RPPR) Report Comparison,False
2025,Department of Health and Human Services,Scientific summaries tool,False
2025,Department of Health and Human Services,Similarity-based Application and Investigator Matching (SAIM),True
2025,Department of Health and Human Services,SRDMS NLP COI,False
2025,Department of Health and Human Services,Stem Cell Auto Coder,True
2025,Department of Health and Human Services,Study Section Clustering Tool (SSCT),False
2025,Department of Health and Human Services,Synonymy prediction in the UMLS Metathesaurus,True
2025,Department of Health and Human Services,TB Case Browser Image Text Detection,False
2025,Department of Health and Human Services,Tool for PO Lookup Assignment (TPAL),False
2025,Department of Health and Human Services,Transformative Research Award Anonymization Check (TRAAC),True
2025,Department of Health and Human Services,Machine learning pipeline for mining citations from full-text scientific articles,True
2025,Department of Health and Human Services,Machine learning system to predict translational progress in biomedical research,True
2025,Department of Health and Human Services,AI Software for Conference/Workshop Summaries,True
2025,Department of Health and Human Services,CylanceProtect,True
2025,Department of Health and Human Services,NIH Grants Virtual Assistant,False
2025,Department of Health and Human Services,Open AI SharePoint Document Assistant,True
2025,Department of Health and Human Services,Splunk IT System Monitoring Software,True
2025,Department of Health and Human Services,Aivia,False
2025,Department of Health and Human Services,Alphafold,False
2025,Department of Health and Human Services,Automated approaches to analyzing scientific topics,False
2025,Department of Health and Human Services,cryoDGRN,False
2025,Department of Health and Human Services,crYOLO,False
2025,Department of Health and Human Services,CryoSPARC,False
2025,Department of Health and Human Services,DeepEMhancer,False
2025,Department of Health and Human Services,Dual Use Research of Concern (DURC) Categorization LLM,True
2025,Department of Health and Human Services,FIJI,False
2025,Department of Health and Human Services,Identification of emerging areas,False
2025,Department of Health and Human Services,Imaris,False
2025,Department of Health and Human Services,ModelAngelo,False
2025,Department of Health and Human Services,NIGMS Azure Open AI,False
2025,Department of Health and Human Services,Pangolin Lineage Classification of SARS-CoV-2 Genome Sequences,False
2025,Department of Health and Human Services,Prediction of protein 3D structures,True
2025,Department of Health and Human Services,Prediction of transformative breakthroughs,False
2025,Department of Health and Human Services,Ptolemy,False
2025,Department of Health and Human Services,Research Area Tracking Tool,False
2025,Department of Health and Human Services,Systematic investigation of the National Human Genome Research Institute History of Genomics and the Human Genome Project Archive,True
2025,Department of Health and Human Services,TB DEPOT (Tuberculosis Data Exploration Portal),False
2025,Department of Health and Human Services,TB Portals Outlier Detection Lambda Function,False
2025,Department of Health and Human Services,Topaz,False
2025,Department of Health and Human Services,Protein Modeling with AlphaFold,False
2025,Department of Health and Human Services,eSlate Bot,False
2025,Department of Health and Human Services,SRO Handbook Bot,False
2025,Department of Health and Human Services,Detection/Identification of Reviewer Expertise and Grant Application Content,False
2025,Department of Health and Human Services,Detection of AI-Generated Reviewer Critiques,False
2025,Department of Health and Human Services,MirBot,False
2025,Department of Health and Human Services,Notebooks Hub,False
2025,Department of Health and Human Services,Ask Aithena,False
2025,Department of Health and Human Services,Writing code using AI,False
2025,Department of Health and Human Services,ChIRP - A ChatGPT Model for the NIH Intramural Community,False
2025,Department of Health and Human Services,Software Approval Agent,False
2025,Department of Health and Human Services,LibreChat,False
2025,Department of Health and Human Services,Ethics AI Agent,False
2025,Department of Health and Human Services,Help Desk AI Assistant,False
2025,Department of Health and Human Services,Data Management and Sharing Plans - Assistant Review Tool,False
2025,Department of Health and Human Services,ITAC SOP Chat,False
2025,Department of Health and Human Services,BDC Website Search,False
2025,Department of Health and Human Services,BioData  Catalyst Harmonized Data Model,False
2025,Department of Health and Human Services,NHLBI Chat Workflow - Data Management and Sharing Plan,False
2025,Department of Health and Human Services,NHLBI Chat Workflow - Foreign Component,False
2025,Department of Health and Human Services,Merops,False
2025,Department of Health and Human Services,OSPIDA RPAB Scientific Coding Assistance Tool (CAT),False
2025,Department of Health and Human Services,AWS Exscribo,False
2025,Department of Health and Human Services,Virtual Assistant for the NIAMS Grant Management Applications,False
2025,Department of Health and Human Services,Grant award process efficiency,False
2025,Department of Health and Human Services,Coding translation,False
2025,Department of Health and Human Services,Assist in research on the association between hearing loss and dementia for the NIDCD EARssentials hot topic presentation,False
2025,Department of Health and Human Services,AI-generated podcast describing recent advances in methods for analysis of RNA-seq data,False
2025,Department of Health and Human Services,AI-Enhanced Journal Clubs,False
2025,Department of Health and Human Services,Grants Portfolio Analysis,False
2025,Department of Health and Human Services,Identifying pain vs non-pain research,False
2025,Department of Health and Human Services,HEAL Portfolio Topic Analysis,False
2025,Department of Health and Human Services,Determining how federal pain resarch has responded to the Federal Pain Research Strategy.,False
2025,Department of Health and Human Services,Transformer-Based Metadata Alignment Workflow,False
2025,Department of Health and Human Services,LLM-Assisted Referral Justification Email Generator,False
2025,Department of Health and Human Services,AI Assist,False
2025,Department of Health and Human Services,Portfolio analysis and grant summarizing program,False
2025,Department of Health and Human Services,RAG System For Travel Planning,False
2025,Department of Health and Human Services,Generating Metadata for Web Archive Resources,False
2025,Department of Health and Human Services,Incorporating External Information into Taxonomy,False
2025,Department of Health and Human Services,Using Llama to summarize PubMed Central (PMC) full text articles that contain information on protein function,False
2025,Department of Health and Human Services,Leveraging NLP and LLMs to identify and characterize NIH prevention research via 160-topic taxonomy,False
2025,Department of Health and Human Services,Driving Efficiency and Expansion of Dietary Supplement Label Database Data through AI,False
2025,Department of Health and Human Services,AI-enabled User Support and Impact Monitoring,False
2025,Department of Health and Human Services,Section 508 Azure OpenAI Chatbot,False
2025,Department of Health and Human Services,Enhancing the RCDC with Generative AI,False
2025,Department of Health and Human Services,NIH Travel Policy AI Chatbot,False
2025,Department of Health and Human Services,PowerAutomate Delinquent Submissions,False
2025,Department of Health and Human Services,ABE (AI-driven. Beneficial. Efficient.),False
2025,Department of Health and Human Services,Sub Can Line Finder,False
2025,Department of Health and Human Services,AI Harvest Service,False
2025,Department of Health and Human Services,Federal Assistant AI Agent,False
2025,Department of Health and Human Services,Similar Opportunities (KNN),False
2025,Department of Health and Human Services,Applicant Help Chatbot,False
2025,Department of Health and Human Services,GrantSolutions Text Analyzer Tool,False
2025,Department of Health and Human Services,GrantSolutions AI Writing Assistant,False
2025,Department of Health and Human Services,GrantSolutions Recipient Risk Tool,False
2025,Department of Health and Human Services,GrantSolutions Non?Competing Continuation Approval Tool,False
2025,Department of Health and Human Services,GrantSolutions Helpdesk Agent,False
2025,Department of Health and Human Services,GrantSolutions Non?Competing Continuation Review Tool,False
2025,Department of Health and Human Services,ChatGPT,False
2025,Department of Health and Human Services,CoPilot Outlook,False
2025,Department of Health and Human Services,DECIDE,True
2025,Department of Health and Human Services,Document drafting and editing,True
